순번,회사명,공장대표주소,업종명,전화번호
5369,동아고무밴드공업사,"부산광역시 사상구 학감대로164번길 29 (학장동, 동아밴드공업사)",그 외 기타 고무제품 제조업,051-324-2900
5370,동아공업사,"부산광역시 사상구 낙동대로 865 (감전동, 동아산업사)","탭, 밸브 및 유사장치 제조업",051-326-9577
5371,동아금속,부산광역시 강서구 과학산단2로19번길 112 (지사동),금속 단조제품 제조업,051-973-7673
5372,동아금속,부산광역시 사상구 가야대로103번길 16 (감전동),"기타 비철금속 제련, 정련 및 합금 제조업",051-322-8898
5373,동아금속(주),"부산광역시 사상구 학감대로178번길 90 (학장동, 동아금속(주))",선철주물 주조업 외 1종,051-323-1512
5374,동아기계,부산광역시 강서구 미음국제5로다길 11(미음동),주형 및 금형 제조업,051-972-4546
5375,동아기획,"부산광역시 사하구 낙동대로 542, B110호(하단동, 대우에덴프라자)",간판 및 광고물 제조업 외 2종,051-291-7605
5376,동아기획,부산광역시 강서구 녹산산단261로13번길 35 (송정동),기타 인쇄관련 산업 외 3종,051-291-7605
5377,동아기획,부산광역시 사하구 하단동  492-2 301호,기타 인쇄업 외 1종,051-291-7605
5378,동아기획,부산광역시 사하구 낙동대로 536 (하단동),경 인쇄업 외 1종,051-291-7605
5379,동아당인쇄사,"부산광역시 사상구 낙동대로1420번길 41,  501호 (삼락동)",기타 인쇄업 외 1종,051-301-3450
5380,동아레이져용접,"부산광역시 사하구 신산로 120, B1층 FB102호 (신평동)",그 외 기타 금속가공업,미등록
5381,동아마당,"부산광역시 해운대구 센텀중앙로 90, 큐비e센터 지식산업센터 1604호 (재송동)",제품 디자인업,미등록
5382,동아밸브공업사,부산광역시 강서구 녹산산단289로 93 (송정동),"탭, 밸브 및 유사장치 제조업 외 1종",051-831-1505
5383,동아볼트공업(주),부산광역시 사하구 신산로13번길 51 (신평동),볼트 및 너트류 제조업 외 6종,051-292-2233
5384,동아산업,부산광역시 강서구 제도로1041번길 521 (강동동),낚시 및 수렵용구 제조업,051-973-7954
5385,동아상사,부산광역시 강서구 녹산산업북로 471 (송정동),기타 구조용 금속제품 제조업 외 1종,051-831-6333
5386,동아소재,부산광역시 사상구 낙동대로1002번길 42 (감전동),합성수지 및 기타 플라스틱 물질 제조업,051-313-5001
5387,동아에프앤티(주),부산광역시 강서구 화전산단6로102번길 9 (화전동),강관 제조업 외 1종,051-327-4771
5388,동아우드,부산광역시 강서구 식만로 13-36 (죽림동),"목재 포장용 상자, 드럼 및 유사용기 제조업",051-973-2600
5389,동아유압엔지니어링,부산광역시 사상구 낙동대로1396번길 32 (삼락동),유압기기 제조업,051-313-5151
5390,동아인텍,부산광역시 강서구 녹산산단165로 86-19 (송정동),그 외 기타 분류 안된 비금속 광물제품 제조업,미등록
5391,동아전기공업(주),부산광역시 사하구 다대로137번길 74 (신평동),"전기회로 개폐, 보호장치 제조업 외 8종",051-206-7171
5392,동아전기공업사,부산광역시 사하구 감천항로419번길 23-1 (구평동),선박 구성 부분품 제조업,051-415-1596
5393,동아정밀,부산광역시 사상구 모덕로27번길 31(삼락동),자동차 엔진용 신품 부품 제조업 외 1종,051-315-2039
5394,동아정밀,부산광역시 강서구 과학산단1로103번길 49 (지사동),금속 절삭기계 제조업,051-311-0548
5395,동아정밀공업사,부산광역시 강서구 화전산단5로38번길 24 (화전동),"금속 문, 창, 셔터 및 관련제품 제조업 외 8종",051-264-9451
5396,동아정밀산업,부산광역시 강서구 미음국제5로마길 41(미음동),그 외 기타 일반목적용 기계 제조업,051-324-6268
5397,동아정밀산업,부산광역시 강서구 유통단지1로132번길 28 (대저2동),"탭, 밸브 및 유사장치 제조업",미등록
5398,동아제과,부산광역시 사하구 하신중앙로3번길 73 (장림동),과자류 및 코코아 제품 제조업,051-263-9314
5399,동아제이티(주),부산광역시 사하구 감천항로419번길 19 (구평동),배전반 및 전기 자동제어반 제조업,051-261-1710
5400,동아케미칼,부산광역시 사하구 다대로354번길 44 (장림동),그 외 기타 플라스틱 제품 제조업,051-263-4768
5401,동아푸드(주),"부산광역시 서구 등대로 117, 2층, 3층 (남부민동)",기타 수산동물 가공 및 저장 처리업,051-263-0204
5402,동아프린팅팩,부산광역시 강서구 대저중앙로357번길 26-3 (대저1동),골판지 제조업 외 1종,미등록
5403,동아플레이팅(주),"부산광역시 강서구 녹산산단382로14번가길 20, 1층 111호 (송정동, 한국청정도금센터)",도금업 외 1종,051-263-2170
5404,동아플레이팅(주) 지점,"부산광역시 강서구 녹산산단382로14번가길 20, 1층 101호 (송정동, 한국청정도금센터)",도금업,051-263-2170
5405,동아흥업(주),부산광역시 강서구 녹산산단165로 86-19 (송정동),그 외 기타 분류 안된 비금속 광물제품 제조업 외 3종,051-831-1314
5406,동양CAP,부산광역시 강서구 녹산산단261로40번길 12 (송정동),자동차 차체용 신품 부품 제조업,051-973-9518
5407,동양G.T.S,부산광역시 강서구 미음산단로 382 (미음동),그 외 기타 일반목적용 기계 제조업,051-831-6505
5408,동양공업사,"부산광역시 사상구 학장로 295 (주례동, 동양공업사)",육상 금속 골조 구조재 제조업 외 2종,051-312-4343
5409,동양기계,"부산광역시 사상구 대동로239번길 15-9 (학장동, 동양기계)",금속 절삭기계 제조업,051-322-1688
5410,동양기어풀리,"부산광역시 사상구 모덕로 7 (삼락동, 평화특수)",기어 및 동력전달장치 제조업 외 1종,051-303-9851
5411,동양기업,부산광역시 강서구 낙동북로138번길 16 (강동동),암면 및 유사제품 제조업,051-262-4662
5412,동양기전,부산광역시 사상구 모덕로96번길 55(덕포동),기타 절연선 및 케이블 제조업 외 70종,051-305-4872
5413,동양기전,부산광역시 사상구 낙동대로1396번길 83 (삼락동),기타 절연선 및 케이블 제조업 외 69종,051-305-4872
5414,동양기전레이저,부산광역시 강서구 녹산산업중로 67 (송정동),구조용 금속 판제품 및 공작물 제조업 외 3종,051-305-3231
5415,동양듸젤기공사,부산광역시 영도구 대평로 59-2 (대평동2가),선박 구성 부분품 제조업,051-415-4747
5416,동양라이트,부산광역시 강서구 명지동 3093-2번지 에코델타시티 산업 25-1,기타 조명장치 제조업,051-831-4455
5417,동양레포츠,부산광역시 강서구 낙동남로644번길 23 (녹산동),낚시 및 수렵용구 제조업,미등록
5418,동양메탈공업(주),부산광역시 사하구 홍티로 139 (다대동),기어 및 동력전달장치 제조업 외 1종,051-264-0018
5419,동양사,부산광역시 부산진구 백양대로34번길 10-14 (부암동),기체 펌프 및 압축기 제조업,051-809-1801
5420,동양산업,부산광역시 강서구 공항앞길85번길 55-2 (대저2동),"플라스틱 포대, 봉투 및 유사제품 제조업",051-973-2725
5421,동양산업,부산광역시 강서구 공항로301번가길 23 (대저2동),건설 및 채광용 기계장비 제조업,051-973-4847
5422,동양산업기계,부산광역시 사상구 삼덕로45번길 8 (덕포동),철도차량 부품 및 관련 장치물 제조업,051-303-9610
5423,동양상공사,"부산광역시 사상구 가야대로196번길 36 (학장동, 동양상공사)",기어 및 동력전달장치 제조업,051-324-9425
5424,동양섬유(주) 송도지점,부산광역시 서구 충무대로 140 (남부민동),육류 기타 가공 및 저장처리업 (가금류 제외) 외 2종,051-257-8077
5425,동양섬유(주)부산지점,부산광역시 사하구 장림로 304 (장림동),수산동물 건조 및 염장품 제조업,051-261-8001
5426,동양수산기계(주),부산광역시 사하구 을숙도대로748번길 28 (구평동),컨베이어장치 제조업 외 1종,051-316-7038
5427,동양아연금속공업사,부산광역시 사하구 감천항로405번길 22 (구평동),"기타 비철금속 제련, 정련 및 합금 제조업 외 6종",051-263-8743
5428,동양야금공업(주),부산광역시 사하구 하신중앙로53번길 10 (신평동),"기타 비철금속 제련, 정련 및 합금 제조업",051-205-2660
5429,동양에스앤지(주),"부산광역시 사상구 사상로355번길 54 (덕포동, 동양S&G(주))",연마재 제조업,051-303-5454
5430,동양유압,부산광역시 강서구 대저중앙로286번길 133-1 (대저1동),"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1종",051-941-6883
5431,동양이앤에스,부산광역시 강서구 녹산산단382로14번길 27 (송정동),연사 및 가공사 제조업 외 2종,051-831-2372
5432,동양이앤지,부산광역시 사상구 새벽로167번길 100 (감전동),고무패킹류 제조업 외 1종,051-315-9660
5433,동양전기,부산광역시 사하구 장평로299번길 31 (신평동),전구 및 램프 제조업,051-202-7451
5434,동양전자통신,"부산광역시 영도구 대평로20번길 24,  삼화빌딩 3층, 4층 (대평동1가)",기타 무선 통신장비 제조업,051-412-0403
5435,동양정밀,"부산광역시 사상구 낙동대로1318번길 52, 동양정밀(삼락동, 동양정밀)",무기 및 총포탄 제조업 외 57종,051-802-5841
5436,동양정밀,부산광역시 강서구 봉죽길482번길 258-1 (죽동동),주형 및 금형 제조업 외 3종,051-323-9157
5437,동양정판,부산광역시 사하구 하신중앙로3번가길 36 (장림동),오프셋 인쇄업,051-265-4913
5438,동양제강(주),부산광역시 사하구 다산로 147 (다대동),끈 및 로프 제조업,051-260-2600
5439,동양제관(주),"부산광역시 사상구 새벽로45번길 40 (학장동, (주)동양제관)",육상 금속 골조 구조재 제조업 외 1종,051-314-8661
5440,동양진공기술,부산광역시 사상구 낙동대로1302번길 50 (삼락동),기체 펌프 및 압축기 제조업,051-325-6960
5441,동양커민스,부산광역시 영도구 해양로 86-8 (청학동),선박 구성 부분품 제조업,051-412-2046
5442,동양특수가스켓,부산광역시 사상구 새벽로167번길 122 (감전동),고무패킹류 제조업 외 1종,051-312-0692
5443,동양특수고무,"부산광역시 사상구 학감대로192번길 14 (학장동, 동양특수고무)",고무패킹류 제조업 외 6종,051-311-1332
5444,동양특수고무,부산광역시 강서구 녹산산업중로167번길 12 (송정동),고무패킹류 제조업 외 1종,051-831-5703
5445,동양특수목재(주),부산광역시 사하구 다대로 351-1 (장림동),일반 제재업 외 5종,051-262-5555
5446,동양프론테크(주)부산지점,부산광역시 사상구 사상로433번길 9 (모라동),기타 기계.장비 조립용 플라스틱 제품 제조업 외 1종,051-304-7787
5447,동양피앤씨 유한회사,부산광역시 강서구 녹산산단381로12번길 13-25 (송정동),비금속류 해체 및 선별업 외 1종,051-831-1245
5448,동양피앤씨 유한회사,부산광역시 강서구 녹산산단381로40번길 16 (송정동),그 외 기타 플라스틱 제품 제조업,051-831-1245
5449,동양하이드텍(주),부산광역시 강서구 미음산단3로 8 (미음동),그 외 기타 달리 분류되지 않은 운송장비 제조업,051-831-6185
5450,동양합포,부산광역시 강서구 대저중앙로 338 (대저1동),그 외 기타 봉제의복 제조업,051-305-7951
5451,동양호이스트,부산광역시 강서구 제도로 809 (강동동),기타 물품 취급장비 제조업,051-973-8853
5452,동양후렉시블,부산광역시 사상구 새벽로223번길 130 (괘법동),핵반응기 및 증기보일러 제조업,051-317-8707
5453,동연스틸,부산광역시 강서구 녹산산단261로73번길 11 (송정동),강관 제조업 외 1종,051-831-7501
5454,동연스틸(주),부산광역시 강서구 녹산산단261로73번길 11 (송정동),그 외 기타 금속가공업,051-831-7501
5455,동연스틸주식회사,부산광역시 기장군 장안읍 명례산단7로 16,강관 제조업 외 3종,051-723-7800
5456,동연오토텍(주),부산광역시 기장군 장안읍 오리산단8로 27,강관 제조업,055-543-6615
5457,동연오토텍(주),부산광역시 기장군 장안읍 명례산단2로 93,금속 열처리업 외 1종,051-727-7995
5458,동연해양조선(주),부산광역시 사하구 감천항로405번길 29 (구평동),강선 건조업 외 4종,051-263-3223
5459,동영TEXTILE,"부산광역시 금정구 공단로61번길 22 (금사동, 우영섬유)",모직물 직조업,051-531-8387
5460,동영공업사,부산광역시 사상구 학감대로178번길 26 (학장동),자동차용 금속 압형제품 제조업 외 1종,051-313-1579
5461,동영기계,부산광역시 사상구 새벽로77번길 10 (학장동),금속 절삭기계 제조업,051-314-6979
